,Links,Title,Price,Rating
148,https://www.airbnb.com/rooms/44117757?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,35th Fl. Ocean Views | Close to Beach | Parking,€ 32,4.87 (38)
149,https://www.airbnb.com/rooms/46547489?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikiki Sunset 12th Fl | Close to Beach | Parking,€ 25,4.8 (35)
150,https://www.airbnb.com/rooms/53925237?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,3min to World Famous Waikiki Beach♪ Huge 1BR1BA,€ 23,4.94 (16)
151,https://www.airbnb.com/rooms/680605654583674365?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Mercedes-Benz Cozy Camper Van ( High Roof),€ 18,5.0 (12)
152,https://www.airbnb.com/rooms/14824328?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,2bed/2bath Penthouse Ocean View...upgraded,€ 50,4.53 (55)
153,https://www.airbnb.com/rooms/53930850?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Just 3min to Beautiful Beach♪ Private room@Waikiki,€ 23,4.92 (12)
154,https://www.airbnb.com/rooms/50703769?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Pinterest Browns & Plants, OceanView With Parking",€ 31,4.63 (46)
155,https://www.airbnb.com/rooms/771712199847090664?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Marine Surf Studio on the 21st Floor,€ 23,New
156,https://www.airbnb.com/rooms/49369862?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,High Floor Condo Mins to Waikiki Beach @ Ilikai,€ 30,4.88 (56)
157,https://www.airbnb.com/rooms/11572223?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Comfy Waikiki Studio with King bed,€ 19,4.77 (126)
158,https://www.airbnb.com/rooms/45035954?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,HAWAII CAMP 1,€ 32,4.9 (30)
159,https://www.airbnb.com/rooms/40452688?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,One Block from Waikiki Beach w/ off street parking,€ 24,4.86 (22)
160,https://www.airbnb.com/rooms/51660959?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Your Modern Luxe Ko Olina Villa Awaits,€ 53,4.71 (7)
161,https://www.airbnb.com/rooms/53911044?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,15th Flr Studio at Luana Waikiki,€ 23,New
162,https://www.airbnb.com/rooms/50033253?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,NEWLY Remodeled 2 BDRM Queen,€ 46,4.71 (58)
163,https://www.airbnb.com/rooms/26871549?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikiki Marina/Ocean Views! Walk to beach! ILM994,€ 35,4.6 (15)
164,https://www.airbnb.com/rooms/21552551?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,★Superhost★ Amazing Waikiki Studio | Ilikai Marina,€ 23,4.76 (29)
165,https://www.airbnb.com/rooms/42793253?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Tropical Treehouse 700 ft to Ocean,€ 17,4.64 (25)
166,https://www.airbnb.com/rooms/52540768?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikiki  Luxury Ocean view one bedroom Condo,€ 32,4.0 (3)
167,https://www.airbnb.com/rooms/6272769?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Panoramic Oceanview's - Free Parking - Last Minute,€ 23,4.44 (220)
168,https://www.airbnb.com/rooms/51962056?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Standard Room with 2 Double Beds at  Waikiki beach,€ 24,4.59 (126)
169,https://www.airbnb.com/rooms/20150558?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikiki Shore Ocean 1 BDR on the 2nd Floor,€ 34,4.79 (21)
170,https://www.airbnb.com/rooms/54085939?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Hawaiian Monarch Studio | City Views | Pool, Sundeck, Grill",€ 14,4.27 (11)
171,https://www.airbnb.com/rooms/45305439?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Big Deal Clean Waikiki Studio w/Great View,€ 15,4.53 (45)
172,https://www.airbnb.com/rooms/45689512?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Tranquil Marina Front Pool House Resort,€ 61,4.31 (13)
173,https://www.airbnb.com/rooms/47848770?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Cozy 1BR Apt w/ Free PARKING & Diamond Head View,€ 28,4.66 (59)
174,https://www.airbnb.com/rooms/17478152?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Ocean View,Free Parking,1Bed & 1Bath,Royal Kuhio",€ 25,4.67 (107)
175,https://www.airbnb.com/rooms/608253147190819787?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Lovely Condo in Waikiki - 7 Minute Walk to Beach!,€ 22,5.0 (21)
176,https://www.airbnb.com/rooms/53758018?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Ilikai Hotel  #602 Sunset/Harbor View, Minutes to the Beach! High Speed WIFI!",€ 26,4.63 (8)
177,https://www.airbnb.com/rooms/564989018236766187?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Tower 2 Suite 3709 - Qqp,€ 34,4.67 (9)
178,https://www.airbnb.com/rooms/637693179449419763?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,GlamCondo w/ Panoramic Ocean View Central Location,€ 28,4.91 (11)
179,https://www.airbnb.com/rooms/20139455?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Work Remotely high speed wifi Monthly only,€ 12,4.91 (43)
180,https://www.airbnb.com/rooms/38289440?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Beachfront Ko Olina ~ Spectacular ocean suite B802,€ 84,5.0 (4)
181,https://www.airbnb.com/rooms/2088200?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Ala Moana hotel /condo in 5 star special,€ 25,4.72 (81)
182,https://www.airbnb.com/rooms/680605654583674365?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Mercedes-Benz Cozy Camper Van ( High Roof),€ 18,5.0 (12)
183,https://www.airbnb.com/rooms/53143085?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Modern Studio W/ Kitchenette, Free WiFi, Shared Pool/Hot Tub & Beach Access!",€ 19,3.86 (7)
184,https://www.airbnb.com/rooms/627208069200939955?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Beach Life Waikiki One Bedroom Condo w/Kitchen,€ 36,4.81 (21)
185,https://www.airbnb.com/rooms/624724085266078422?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"NEW boutique hotel, no resort fees, close to beach",€ 21,4.55 (11)
186,https://www.airbnb.com/rooms/50035882?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Perfect Home for Discovering Oahu SLEEPS UP TO 12,€ 62,4.7 (53)
187,https://www.airbnb.com/rooms/781325206779082830?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Partial ocean view/Just a Few Blocks to the Beach,€ 20,New
188,https://www.airbnb.com/rooms/550152513110321660?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Viewpoint Waikiki Condo - Rooftop Pool + Parking🏖,€ 33,4.91 (22)
189,https://www.airbnb.com/rooms/36595523?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,WB1812 Waikiki Tropical Oasis  Parking & Wifi,€ 32,4.79 (47)
190,https://www.airbnb.com/rooms/17478152?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Ocean View,Free Parking,1Bed & 1Bath,Royal Kuhio",€ 25,4.67 (107)
191,https://www.airbnb.com/rooms/36336885?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Hotel La Croix, Deluxe Queen Rooms w/ 2 Queen Beds",€ 18,4.52 (33)
192,https://www.airbnb.com/rooms/54112460?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Hawaiian Monarch Studio | Renovated Ocean View | Pool, Grill, Sundeck",€ 17,4.56 (18)
193,https://www.airbnb.com/rooms/580022482991407329?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Luxury Oasis Resort Villa,€ 71,4.8 (10)
194,https://www.airbnb.com/rooms/648620118357158855?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Aqua Aloha Surf Waikiki #1212 Superior Studio,€ 22,4.9 (10)
195,https://www.airbnb.com/rooms/808911175177757247?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikiki Modern Guest Hotel,€ 19,New
196,https://www.airbnb.com/rooms/550152513110321660?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Viewpoint Waikiki Condo - Rooftop Pool + Parking🏖,€ 33,4.91 (22)
197,https://www.airbnb.com/rooms/53884319?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Newly renovated condo at the Waikiki Banyan,€ 40,4.9 (42)
198,https://www.airbnb.com/rooms/781325206779082830?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Partial ocean view/Just a Few Blocks to the Beach,€ 20,New
199,https://www.airbnb.com/rooms/615967343147865162?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Enjoy This Freshly Remodeled Waikiki Studio With Ala Wai, Mountain & Even Rai",€ 16,4.9 (10)
200,https://www.airbnb.com/rooms/558126954708000682?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Spectacular Ocean View from Top Penthouse O-1602,"€ 1,",5.0 (4)
201,https://www.airbnb.com/rooms/807997735736758766?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,The Grand Islander-1 Bd Resort View in Hawaiian Vi,€ 40,New
202,https://www.airbnb.com/rooms/580022482991407329?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Luxury Oasis Resort Villa,€ 71,4.8 (10)
203,https://www.airbnb.com/rooms/627208069200939955?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Beach Life Waikiki One Bedroom Condo w/Kitchen,€ 36,4.81 (21)
204,https://www.airbnb.com/rooms/624724085266078422?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"NEW boutique hotel, no resort fees, close to beach",€ 21,4.55 (11)
205,https://www.airbnb.com/rooms/677676708553185263?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"""Ocean View"" studio39th Flr @ Isle Colony (by HOC)",€ 22,5.0 (8)
206,https://www.airbnb.com/rooms/40890872?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikīkī Monarch Mountain View Studio Has Gym,€ 19,4.56 (97)
207,https://www.airbnb.com/rooms/49033831?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,The Happy Camper Van🌺,€ 14,4.46 (37)
208,https://www.airbnb.com/rooms/763673249645031030?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"*31st Flr, QUEEN-Homey Midcentury Modern Studio!",€ 23,New
209,https://www.airbnb.com/rooms/53203950?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Waikiki 1BR W/Kitchen, Max 4! Stay W/Family etc.",€ 18,4.0 (4)
210,https://www.airbnb.com/rooms/50620222?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Views, pool and parking by Aloha-Waikiki 8",€ 30,4.73 (15)
211,https://www.airbnb.com/rooms/52322934?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,FREE Parking 1BR Top Floor Penthouse near AlaMoana,€ 24,4.95 (22)
212,https://www.airbnb.com/rooms/51671390?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Private 1BR in Waikiki west♪2 beds/Max 4 can stay!,€ 17,4.72 (18)
213,https://www.airbnb.com/rooms/47775902?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Awesome 1 Bedroom at Waikiki Banyan #907 T-1,€ 34,4.69 (13)
214,https://www.airbnb.com/rooms/50795349?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Tacoma w/ Rooftent - Close to Honolulu Airport,€ 12,4.9 (20)
215,https://www.airbnb.com/rooms/745921387275871295?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,*NEW! Scenic Marina View Near Ala Moana Beach!,€ 33,New
216,https://www.airbnb.com/rooms/53149286?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,One bedroom with lanai - 2 blocks to Waikiki Beach,€ 36,4.84 (25)
217,https://www.airbnb.com/rooms/54129945?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Luana Waikiki | Private Lanai | Great Location, Pool",€ 18,4.85 (13)
218,https://www.airbnb.com/rooms/14112928?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Cute Waikiki Studio! Great Location! ILM1587,€ 22,4.63 (16)
219,https://www.airbnb.com/rooms/38289440?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Beachfront Ko Olina ~ Spectacular ocean suite B802,€ 84,5.0 (4)
220,https://www.airbnb.com/rooms/39719604?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Hilton Hawaiian, Lagoon Tower- Two Bedroom Suite",€ 83,4.88 (8)
221,https://www.airbnb.com/rooms/626854127894697480?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,2Bedroom Diamond Head Waikiki Lookout-Ocean View🏖,€ 71,5.0 (13)
222,https://www.airbnb.com/rooms/36595523?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,WB1812 Waikiki Tropical Oasis  Parking & Wifi,€ 32,4.79 (47)
223,https://www.airbnb.com/rooms/817059594548335141?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,2023 Mercedes Spriter Van- Luxury Campervan,€ 18,New
224,https://www.airbnb.com/rooms/689283258262467614?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Superhost* Luxury Ocean View 2BR 2BA| Parking,€ 92,5.0 (13)
225,https://www.airbnb.com/rooms/53707454?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,S2 Aston at the Waikiki Banyan 1 Bedroom w/Kitchen,€ 23,4.47 (15)
226,https://www.airbnb.com/rooms/54112460?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Hawaiian Monarch Studio | Renovated Ocean View | Pool, Grill, Sundeck",€ 17,4.56 (18)
227,https://www.airbnb.com/rooms/42793253?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Tropical Treehouse 700 ft to Ocean,€ 17,4.64 (25)
228,https://www.airbnb.com/rooms/11556426?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Waikiki Hotel/Condo Studio,€ 19,4.8 (137)
229,https://www.airbnb.com/rooms/51671390?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Private 1BR in Waikiki west♪2 beds/Max 4 can stay!,€ 17,4.72 (18)
230,https://www.airbnb.com/rooms/21882512?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Bright & Breezy 2BR House with Beautiful Views,€ 55,4.86 (21)
231,https://www.airbnb.com/rooms/49033831?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,The Happy Camper Van🌺,€ 14,4.46 (37)
232,https://www.airbnb.com/rooms/54128744?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Newly Remodeled Kuhio Village Studio | Private Lanai | Walk To Beach,€ 17,4.71 (17)
233,https://www.airbnb.com/rooms/40658563?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Expansive Lanai w/ 360 View-Walk to Waikiki Beach,€ 87,4.85 (27)
234,https://www.airbnb.com/rooms/53925237?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,3min to World Famous Waikiki Beach♪ Huge 1BR1BA,€ 23,4.94 (16)
235,https://www.airbnb.com/rooms/770237283451069665?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,"Your Home Away From Home! Sundeck, Outdoor Pool",€ 21,New
236,https://www.airbnb.com/rooms/29589241?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Hawaii Charm 1Br Resort Waikiki Apt- All Amenities,€ 19,4.4 (5)
237,https://www.airbnb.com/rooms/19365742?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Walkable Waikīkī Monarch Ocean View Has Gym,€ 21,4.63 (248)
238,https://www.airbnb.com/rooms/10749725?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Fully Upgraded 1 bedroom suite,€ 32,4.74 (98)
239,https://www.airbnb.com/rooms/31408962?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,City-view studio with balcony & WiFi - mere steps from Waikiki beaches,€ 21,4.0 (17)
240,https://www.airbnb.com/rooms/782773571643805822?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Mountainside Farm Tree House,€ 11,4.33 (3)
241,https://www.airbnb.com/rooms/648620118357158855?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Aqua Aloha Surf Waikiki #1212 Superior Studio,€ 22,4.9 (10)
242,https://www.airbnb.com/rooms/770205686587173394?check_in=2023-02-27&check_out=2023-03-09&previous_page_section_name=1000,Expansive Ocean View-Steps to Beach-Free Parking,"€ 1,",New
